doc_idxs,tokens,tags,clidxs,base_forms
ru-113,Несколько стран предложили предоставить осужденной убежище .,O O O O O O O,O O O O O O O,O O O O O O O
ru-113,"Семья Биби говорила , что им , скорее всего , придется покинуть родину .",O B_PER O O O O O O O O O O O O,O B_PER-Asia-Bibi O O O O O O O O O O O O,O Биби O O O O O O O O O O O O
ru-113,Закон «О богохульстве » был принят в Пакистане,O O O O O O O B_LOC,O O O O O O O B_GPE-Pakistan,O O O O O O O Пакистан
ru-113,"За неуважительное отношение к Коран енное лишение свободы , а оскорбительные слова в адрес Мухаммада",O O O O B_PRO O O O O O O O O O B_PER,O O O O B_PRO-The-Quran O O O O O O O O O B_PER-Prophet-Muhammad,O O O O Коран O O O O O O O O O Мухаммад
ru-113,"По этому закону еще ни разу не приводили в исполнение смертный приговор , однако обвиненные в богохульстве часто становятся жертвами религиозных фанатиков .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O
ru-113,"Асия Биби была первой женщиной , осужденной по этому закону .",B_PER I_PER O O O O O O O O O,B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O,Асия Биби O O O O O O O O O
ru-113,"Отметим , что в 2012 году Верховный суд Пакистана ьстве против христианской девочки Римши Масих",O O O O O O B_ORG I_ORG I_ORG O O O O B_PER I_PER,O O O O O O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O O O O B_PER-Rimsha-Masih I_PER-Rimsha-Masih,O O O O O O Верховный суд Пакистана O O O O Римша Масих
ru-113,В прошлом году в Пакистане сен смертный приговор за богохульство в социальных сетях .,O O O O B_LOC O O O O O O O O O,O O O O B_GPE-Pakistan O O O O O O O O O,O O O O Пакистан O O O O O O O O O
ru-113,К такому наказанию приговорили 30-летнего Таймура Разу рес пророка Мухаммада,O O O O O B_PER I_PER O O B_PER,O O O O O B_PER-Taimoor-Raza I_PER-Taimoor-Raza O O B_PER-Prophet-Muhammad,O O O O O Таймур Раза O O Мухаммад
ru-113,Раза был арестован после спора в Facebook рьбе с терроризмом .,O O O O O O B_PRO O O O O,O O O O O O B_PRO-Facebook O O O O,O O O O O O Facebook O O O O
ru-136,"Адвокат христианки Азии Биби вным судом Пакистана трану из-за страха за свою жизнь , сообщает » Би-би-си",O O B_PER I_PER O O B_LOC O O O O O O O O O B_ORG,O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O B_GPE-Pakistan O O O O O O O O O B_ORG-BBC-Ltd,O O Азия Биби O O Пакистан O O O O O O O O O Би-би-си
ru-136,"Он отметил , что уехал для того , чтобы иметь возможность и дальше защищать интересы Азии Биби",O O O O O O O O O O O O O O O B_PER I_PER,O O O O O O O O O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi,O O O O O O O O O O O O O O O Азия Биби
ru-136,"Также сообщается , что пакистанские власти запретили женщине покидать страну , чтобы положить конец массовым протестам из-за ее освобождения .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
ru-136,Ранее Верховный суд Пакистана дал Азию Биби ьстве и приговорена к смертной казни .,O B_ORG I_ORG I_ORG O B_PER I_PER O O O O O O O,O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O,O Верховный суд Пакистана O Азия Биби O O O O O O O
ru-136,Она провела в заключении восемь лет .,O O O O O O O,O O O O O O O,O O O O O O O
ru-136,Это решение вызвало многотысячные протесты в Пакистане,O O O O O O B_LOC,O O O O O O B_GPE-Pakistan,O O O O O O Пакистан
ru-1111,Глава МИД Великобритании Джонсон а канцелярия британского правительства нистр ( Тереза Мэй,O B_ORG I_ORG B_PER O O B_ORG I_ORG O O B_PER I_PER,O B_ORG-Foreign-Office I_ORG-Foreign-Office B_PER-Boris-Johnson O O B_ORG-the-UK-Government I_ORG-the-UK-Government O O B_PER-Theresa-May I_PER-Theresa-May,O МИД Великобритании Джонсон O O британское правительство O O Тереза Мэй
ru-1111,- Прим .,O O O,O O O,O O O
ru-1111,ред. ),O O,O O,O O
ru-1111,приняла отставку Бориса Джонсона Д .,O O B_PER I_PER O O,O O B_PER-Boris-Johnson I_PER-Boris-Johnson O O,O O Борис Джонсон O O
ru-1111,Премьер поблагодарила Бориса,O O B_PER,O O B_PER-Boris-Johnson,O O Борис
ru-1111,"О том , кто станет новым министром , будет объявлено в ближайшее время "" , - говорится в полученном РИА Новости",O O O O O O O O O O O O O O O O O O O B_ORG I_ORG,O O O O O O O O O O O O O O O O O O O B_ORG-RIA-Novosti I_ORG-RIA-Novosti,O O O O O O O O O O O O O O O O O O O РИА Новости
ru-1111,Отставка Джонсон торой за сутки .,O B_PER O O O O,O B_PER-Boris-Johnson O O O O,O Джонсон O O O O
ru-1111,Накануне пост министра по вопросам Brexit,O O O O O B_EVT,O O O O O B_EVT-Brexit,O O O O O Brexit
ru-1111,Оба увольнения связаны с обострившимися в последние дни разногласиями в правительстве относительно подхода к Brexit,O O O O O O O O O O O O O O B_EVT,O O O O O O O O O O O O O O B_EVT-Brexit,O O O O O O O O O O O O O O Brexit
ru-1111,Джонсон и Дэвис евыми министрами в кабинете Мэй ого Brexit,B_PER O B_PER O O O B_ORG I_ORG O B_EVT,B_PER-Boris-Johnson O B_PER-David-Davis O O O B_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom O B_EVT-Brexit,Джонсон O Дэвис O O O кабинет Мэй O Brexit
ru-1055,Премьер-министр Великобритании ачила на должность министра по делам выхода из Европейского Союза строительства и местного самоуправления .,O B_LOC O O O O O O O O B_ORG I_ORG O O O O O,O B_GPE-Great-Britain O O O O O O O O B_ORG-European-Union I_ORG-European-Union O O O O O,O Великобритания O O O O O O O O Европейский Союз O O O O O
ru-1055,"Как и его предшественник на посту министра по делам "" брексита ерендуму 2016 г. агитировал за выход страны из Евросоюза",O O O O O O O O O O B_EVT O O O O O O O O B_ORG,O O O O O O O O O O B_EVT-Brexit O O O O O O O O B_ORG-European-Union,O O O O O O O O O O брексит O O O O O O O O Евросоюз
ru-1055,Дэвид Дэвис подал в отставку в знак протеста против одобренного кабинетом Терезы Мэй обританией и ЕС рге .,B_PER I_PER O O O O O O O O O B_PER I_PER O O B_ORG O O,B_PER-David-Davis I_PER-David-Davis O O O O O O O O O B_PER-Theresa-May I_PER-Theresa-May O O B_ORG-European-Union O O,Дэвид Дэвис O O O O O O O O O Тереза Мэй O O ЕС O O
ru-1055,"Тереза Мэй назвала план "" мягким брекситом возможных "" вариантов выхода из союза .",B_PER I_PER O O O O B_EVT O O O O O O O,B_PER-Theresa-May I_PER-Theresa-May O O O O B_EVT-Brexit O O O O O O O,Тереза Мэй O O O O брексит O O O O O O O
ru-1067,"Тереза Мэй объявила , что правительство Соединенного Королевство жному варианту Brexit Лондона риски того , что сделка достигнута не будет ... Ответственное правительство должно подготовиться к нескольким возможным исходам , включая возможность того , что соглашение с ЕС",B_PER I_PER O O O B_ORG I_ORG I_ORG O O B_EVT B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG,B_PER-Theresa-May I_PER-Theresa-May O O O B_ORG-the-UK-Government I_ORG-the-UK-Government I_ORG-the-UK-Government O O B_EVT-Brexit B_GPE-London O O O O O O O O O O O O O O O O O O O O O O O O O B_ORG-European-Union,Тереза Мэй O O O правительство Соединенного Королевства O O Brexit Лондон O O O O O O O O O O O O O O O O O O O O O O O O O ЕС
ru-1067,При этом она снова отметила необходимость ускорения переговорного процесса с ЕС,O O O O O O O O O O B_ORG,O O O O O O O O O O B_ORG-European-Union,O O O O O O O O O O ЕС
ru-1067,Ранее в понедельник двое членов британского кабинета министров ами об условиях Brexit сле официального выхода страны из Евросоюз,O O O O O B_ORG I_ORG I_ORG O O O B_EVT O O O O O B_ORG,O O O O O B_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom I_ORG-Cabinet-of-the-United-Kingdom O O O B_EVT-Brexit O O O O O B_ORG-European-Union,O O O O O британский кабинет министров O O O Brexit O O O O O Евросоюз
ru-1067,Свои посты покинули министр по делам Brexit,O O O O O O B_EVT,O O O O O O B_EVT-Brexit,O O O O O O Brexit
ru-1067,Дэвиса на его посту сменит Доминик Рааб а иностранных дел ожидается в ближайшее время .,B_PER O O O O B_PER I_PER O O O O O O O O,B_PER-David-Davis O O O O B_PER-Dominic-Raab I_PER-Dominic-Raab O O O O O O O O,Дэвис O O O O Доминик Рааб O O O O O O O O
ru-1067,Предложенный Мэй атривает сохранение тесных экономических связей и создание зоны свободной торговли Британии,O B_PER O O O O O O O O O O B_LOC,O B_PER-Theresa-May O O O O O O O O O O B_GPE-Great-Britain,O Мэй O O O O O O O O O O Британия
ru-1067,"Это противоречит позиции "" еароскептиков "" - жестких сторонников Brexit соответствии с тарифами ВТО",O O O O O O O O O B_EVT O O O B_ORG,O O O O O O O O O B_EVT-Brexit O O O B_ORG-WTO-World-Trade-Organization,O O O O O O O O O Brexit O O O ВТО
ru-1142,Новым министром иностранных дел Великобритании имавший пост министра здравоохранения в правительствах Дэвида Кэмерона,O O O O B_LOC O O O O O O B_PER I_PER,O O O O B_GPE-Great-Britain O O O O O O B_PER-David-Cameron I_PER-David-Cameron,O O O O Великобритания O O O O O O Дэвид Кэмерон
ru-1142,О назначении 51-летнего консерватора Джереми Хант Тереза Мэй,O O O O B_PER I_PER B_PER I_PER,O O O O B_PER-Jeremy-Hunt I_PER-Jeremy-Hunt B_PER-Theresa-May I_PER-Theresa-May,O O O O Джереми Хант Тереза Мэй
ru-1142,За несколько часов до этого стало известно об отставке Бориса Джонсона ходу Великобритании,O O O O O O O O O B_PER I_PER O B_LOC,O O O O O O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson O B_GPE-Great-Britain,O O O O O O O O O Борис Джонсон O Великобритания
ru-1142,"В отличие от Джонсон го за полный "" развод "" с Евросоюзом кзита "" .",O O O B_PER O O O O O O O B_ORG O O O,O O O B_PER-Boris-Johnson O O O O O O O B_ORG-European-Union O O O,O O O Джонсон O O O O O O O Евросоюз O O O
ru-1142,6 июля британский кабинет министров согласовал коллективную позицию по будущим переговорам с Евросоюзом,O O O O O O O O O O O O B_ORG,O O O O O O O O O O O O B_ORG-European-Union,O O O O O O O O O O O O Евросоюз
ru-1142,По его итогам Мэй Великобритания выступает за создание зоны свободной торговли с ЕС,O O O B_PER O O O O O O O O B_ORG,O O O B_PER-Theresa-May O O O O O O O O B_ORG-European-Union,O O O Мэй O O O O O O O O ЕС
ru-1142,Джонсон выразил несогласие с этой позицией .,B_PER O O O O O O,B_PER-Boris-Johnson O O O O O O,Джонсон O O O O O O
ru-1142,"По его словам , "" Брекзит ть шансом вести дела по-другому , стать стране более гибкой и динамичной и максимально использовать преимущества Великобритании",O O O O O B_EVT O O O O O O O O O O O O O O O O B_LOC,O O O O O B_EVT-Brexit O O O O O O O O O O O O O O O O B_GPE-Great-Britain,O O O O O Брекзит O O O O O O O O O O O O O O O O Великобритания
ru-1142,""" Эта мечта умирает , задыхаясь в бессмысленных сомнениях в самих себе "" , - написал Джонсон",O O O O O O O O O O O O O O O O B_PER,O O O O O O O O O O O O O O O O B_PER-Boris-Johnson,O O O O O O O O O O O O O O O O Джонсон
ru-1142,Мэй пока никак не объяснила решение о назначении Хант,B_PER O O O O O O O B_PER,B_PER-Theresa-May O O O O O O O B_PER-Jeremy-Hunt,Мэй O O O O O O O Хант
ru-1142,Джереми Хант вошел в правительство в 2010 году и стал курировать Олимпиаду,B_PER I_PER O O O O O O O O O B_EVT,B_PER-Jeremy-Hunt I_PER-Jeremy-Hunt O O O O O O O O O B_EVT-2012-Summer_Olympics,Джереми Хант O O O O O O O O O Олимпиада
ru-1142,С 2012 года и по настоящее время он был министром здравоохранения .,O O O O O O O O O O O O,O O O O O O O O O O O O,O O O O O O O O O O O O
ru-1142,Хант а неоднократно критиковали за неудовлетворительную работу системы здравоохранения в Великобритании,B_PER O O O O O O O O O B_LOC,B_PER-Jeremy-Hunt O O O O O O O O O B_GPE-Great-Britain,Хант O O O O O O O O O Великобритания
ru-122,"Сегодня , 31 октября , Верховный суд Пакистана истианку от смертного приговора за "" богохульство против ислама "" , и снял обвинения , что вызвало уличные протесты и угрозы со стороны ультрарадикалов , а также одобрение правозащитников .",O O O O O B_ORG I_ORG I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O Верховный суд Пакистана O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-122,"Об этом пишет 46-летняя мать четырех лет Азия Биби ( Норин ) 010 года , когда стала первой женщиной , приговоренной к повешению по местному закону о богохульстве .",O O O O O O O B_PER I_PER I_PER I_PER I_PER O O O O O O O O O O O O O O O O O,O O O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi I_PER-Asia-Bibi I_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O O O O O O O O O,O O O O O O O Азия Биби ( Норин ) O O O O O O O O O O O O O O O O O
ru-122,"Женщину осудили за якобы уничижительные замечания об исламе : в 2009 году она работала на сборе ягод в деревне , где выпила воды из "" мусульманского "" колодца .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-122,"Работавшие с ней мусульманки обвинили ее в том , что она осквернила воду .",O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
ru-122,Биби отрицала какое-либо богохульство .,B_PER O O O O,B_PER-Asia-Bibi O O O O,Биби O O O O
ru-122,"Тем не менее , этот инцидент , пишет агентство , "" возмутил христиан во всем мире и стал источником разделения внутри Пакистана",O O O O O O O O O O O O O O O O O O O O O B_LOC,O O O O O O O O O O O O O O O O O O O O O B_GPE-Pakistan,O O O O O O O O O O O O O O O O O O O O O Пакистан
ru-122,"Судья-председатель апелляционного заседания Сакиб Насир аявив , что "" толерантность - это основной принцип ислама "" , и отметив , что "" религия осуждает несправедливость и угнетение "" .",O O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O,O O O B_PER-Mian-Saqib-Nisar I_PER-Mian-Saqib-Nisar O O O O O O O O O O O O O O O O O O O O O O O O,O O O Сакиб Насир O O O O O O O O O O O O O O O O O O O O O O O O
ru-122,Читайте также : Ислам станет господствующей религией в 2070 году Сторонники праворадикальной исламистской партии Tehreek-e-Labaik,O O O O O O O O O O O O O O B_ORG,O O O O O O O O O O O O O O B_ORG-Tehreek-e-Labbaik-Pakistan,O O O O O O O O O O O O O O Tehreek-e-Labaik
ru-122,В восточном городе Лахор камнями .,O O O B_LOC O O,O O O B_GPE-Lahore O O,O O O Лахор O O
ru-122,"Лидер партии Мохамед Афзал , что председательствующий судья и двое его коллег , освободившие Норин",O O B_PER I_PER O O O O O O O O O O B_PER,O O B_PER-Muhammad-Afzal-Qadri I_PER-Muhammad-Afzal-Qadri O O O O O O O O O O B_PER-Asia-Bibi,O O Мохамед Афзал O O O O O O O O O O Норин
ru-122,Исламисты также призвали к свержению правительства нового премьера Имрана Хана,O O O O O O O O B_PER I_PER,O O O O O O O O B_PER-Imran-Khan I_PER-Imran-Khan,O O O O O O O O Имран Хан
ru-122,Христиане составляют всего около 2 % населения Пакистана,O O O O O O O B_LOC,O O O O O O O B_GPE-Pakistan,O O O O O O O Пакистан
ru-122,"Материалы , содержащие отметку Пресс-релиз , могут быть опубликованы на правах рекламы .",O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
ru-122,"Материалы с пометкой "" При поддержке .... "" , "" Партнер/спонсор проекта "" могут публиковаться на правах рекламы .",O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O
ru-122,"Материалы Пресс-центра "" Информационного Агентства "" ЛІГАБізнесІнформ столов , пресс-релизов , и могут публиковаться на правах рекламы .",O O O O O O B_ORG O O O O O O O O O O O,O O O O O O B_ORG-Liga-Business-Inform-News O O O O O O O O O O O,O O O O O O ЛІГАБізнесІнформ O O O O O O O O O O O
ru-122,"Материалы , отмеченные знаком , плашками Новости компаний , Выборы 2019 , публикуются на правах рекламы .",O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O
ru-122,© Информационное агентство ЛIГАБiзнесIнформ,O O O B_ORG,O O O B_ORG-Liga-Business-Inform-News,O O O ЛIГАБiзнесIнформ
ru-1008,"Доминик Рааб , который ранее занимал пост заместителя министра по делам регионов и местного самоуправления , был назначен новым министром по вопросам Brexit",B_PER I_PER O O O O O O O O O O O O O O O O O O O O B_EVT,B_PER-Dominic-Raab I_PER-Dominic-Raab O O O O O O O O O O O O O O O O O O O O B_EVT-Brexit,Доминик Рааб O O O O O O O O O O O O O O O O O O O O Brexit
ru-1008,"Об этом сегодня , 9 июля , сообщили в канцелярии премьер-министра Терезы Мэй",O O O O O O O O O O O B_PER I_PER,O O O O O O O O O O O B_PER-Theresa-May I_PER-Theresa-May,O O O O O O O O O O O Терезы Мэй
ru-1008,Новый министр Великобритании менее чем через 12 часов после отставки своего предшественника .,O O B_LOC O O O O O O O O O O,O O B_GPE-Great-Britain O O O O O O O O O O,O O Великобритания O O O O O O O O O O
ru-1008,"Дэвид Дэвис сообщил о своем уходе накануне , 8 июля .",B_PER I_PER O O O O O O O O O,B_PER-David-Davis I_PER-David-Davis O O O O O O O O O,Дэвид Дэвис O O O O O O O O O
ru-1008,"Причиной , по его словам , стало несогласие с планом Мэй нии после Brexit",O O O O O O O O O O B_PER O O B_EVT,O O O O O O O O O O B_PER-Theresa-May O O B_EVT-Brexit,O O O O O O O O O O Мэй O O Brexit
ru-1008,"«Королева с удовольствием одобрила назначение Доминика Рааба , — говорится в сообщении канцелярии в официальном аккаунте в Известно , что Рааб",O O O O O B_PER I_PER O O O O O O O O O O O O O B_PER,O O O O O B_PER-Dominic-Raab I_PER-Dominic-Raab O O O O O O O O O O O O O B_PER-Dominic-Raab,O O O O O Доминик Рааб O O O O O O O O O O O O O Рааб
ru-1008,"Среди прочих кандидатов назывались Майкл Гоув окружающей стреды , продовольствия и сельскохозяйственного развития , Борис Джонсон",O O O O B_PER I_PER O O O O O O O O B_PER I_PER,O O O O B_PER-Michael-Gove I_PER-Michael-Gove O O O O O O O O B_PER-Boris-Johnson I_PER-Boris-Johnson,O O O O Майкл Гоув O O O O O O O O Борис Джонсон
ru-1008,"Напомним , ранее премьер-министр Великобритании ставки Дэвида Дэвиса",O O O O B_LOC O B_PER I_PER,O O O O B_GPE-Great-Britain O B_PER-David-Davis I_PER-David-Davis,O O O O Великобритания O Дэвида Дэвиса
ru-1161,"Экс-глава МИД Великобритании нсон впервые объяснил , почему ушел в отставку , отметив , что больше не мог оставаться в правительстве",O B_ORG I_ORG O O O O O O O O O O O O O O O O O B_ORG,O B_ORG-Foreign-Office I_ORG-Foreign-Office O O O O O O O O O O O O O O O O O B_ORG-the-UK-Government,O МИД Великобритании O O O O O O O O O O O O O O O O O правительство
ru-1161,Об этом он написал в открытом письме премьеру Терезе Мэй,O O O O O O O O B_PER I_PER,O O O O O O O O B_PER-Theresa-May I_PER-Theresa-May,O O O O O O O O Тереза Мэй
ru-1161,"Кроме того , он добавил , что Великобритания тусу колонии "" ЕС имея при этом возможности влиять на действия Евросоюза",O O O O O O O B_LOC O O O B_ORG O O O O O O O B_ORG,O O O O O O O B_GPE-Great-Britain O O O B_ORG-European-Union O O O O O O O B_ORG-European-Union,O O O O O O O Великобритания O O O ЕС O O O O O O O Евросоюз
ru-1161,""" Brexit должен был стать возможностью и надеждой .",O B_EVT O O O O O O O,O B_EVT-Brexit O O O O O O O,O Brexit O O O O O O O
ru-1161,"Это был шанс сделать все по-другому , быть более динамичными и максимизировать преимущества Великобритании",O O O O O O O O O O O O O B_LOC,O O O O O O O O O O O O O B_GPE-Great-Britain,O O O O O O O O O O O O O Великобритания
ru-1161,"Эта мечта умирает , задушенная собственными сомнениями "" , — написал Джонсон",O O O O O O O O O O O B_PER,O O O O O O O O O O O B_PER-Boris-Johnson,O O O O O O O O O O O Джонсон
ru-1161,Премьер-министр Великобритании агировала на письмо дипломата — она поблагодарила Джонсон,O B_LOC O O O O O O O B_PER,O B_GPE-Great-Britain O O O O O O O B_PER-Boris-Johnson,O Великобритания O O O O O O O Джонсон
ru-1161,""" Я немного удивлена таким решением после продуктивного обсуждения и формирования детальной и комплексной позиции по Brexit",O O O O O O O O O O O O O O O O B_EVT,O O O O O O O O O O O O O O O O B_EVT-Brexit,O O O O O O O O O O O O O O O O Brexit
ru-1161,Как сообщал ONLINE.UA го июля подал в отставку .,O O B_PRO O O O O O O,O O B_PRO-ONLINE-UA O O O O O O,O O ONLINE.UA O O O O O O
ru-111,"Моcква , 31 октября - АиФ-Москва",B_LOC O O O O B_ORG,B_LOC-Moscow O O O O B_ORG-Aif-Moskva-News-Agency,Москва O O O O АиФ-Москва
ru-111,"Верховный суд Пакистана оправдал христианку Асию Биби ство , сообщает телеканал По его информации , с 50-летней женщины сняли все обвинения и суд распорядился немедленно освободить ее .",B_ORG I_ORG I_ORG O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O,B_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan I_ORG-Supreme-Court-of-Pakistan O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O O O O O O O O O O O O O,Верховный суд Пакистана O O Асия Биби O O O O O O O O O O O O O O O O O O O O O
ru-111,По данным Reuters ющая в стране ультрарелигиозная партия Техрик-э-Лабаик Пакистан т смерти .,O O B_ORG O O O O O B_ORG I_ORG O O O,O O B_ORG-Reuters O O O O O B_ORG-Tehreek-e-Labbaik-Pakistan I_ORG-Tehreek-e-Labbaik-Pakistan O O O,O O Reuters O O O O O Техрик-э-Лабаик Пакистан O O O
ru-111,"Кроме того , лидер ТЛП в отставку правительство премьер-министра Имрана Хана",O O O O B_ORG O O O O B_PER I_PER,O O O O B_ORG-Tehreek-e-Labbaik-Pakistan O O O O B_PER-Imran-Khan I_PER-Imran-Khan,O O O O ТЛП O O O O Имран Хан
ru-111,"Сообщается , что партия устроила уличные протесты и перекрыла дороги в крупных городах страны .",O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O
ru-111,"Мать пятерых детей Асия Биби приговора с 2010 года , когда ее официально признали виновной в оскорблении пророка Мухаммеда",O O O B_PER I_PER O O O O O O O O O O O O B_PER I_PER,O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O O O O B_PER-Prophet-Muhammad I_PER-Prophet-Muhammad,O O O Асия Биби O O O O O O O O O O O O пророк Мухаммед
ru-111,"В июне 2009 года против нее выдвинули обвинения после того , как , работая в поле вместе с женщинами-мусульманками , она принесла им воды , откликнувшись на просьбу .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ru-111,"Некоторые мусульманки заявили , что от прикосновения христианки к кувшину вода могла стать нечистой .",O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O
ru-111,Вскоре они пожаловались на Биби в богохульстве .,O O O O B_PER O O O,O O O O B_PER-Asia-Bibi O O O,O O O O Биби O O O
ru-111,Суд приговорил ее к смерти за оскорбление пророка .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
ru-111,"Биби стала первой женщиной , которой в Пакистане о .",B_PER O O O O O O B_LOC O O,B_PER-Asia-Bibi O O O O O O B_GPE-Pakistan O O,Биби O O O O O O Пакистан O O
ru-111,Она отрицала все обвинения .,O O O O O,O O O O O,O O O O O
ru-111,Приговор вызвал резонанс и возмущение во всем мире .,O O O O O O O O O,O O O O O O O O O,O O O O O O O O O
ru-111,В 2012 году Николя Саркози пост президента Франции ии Биби,O O O B_PER I_PER O O B_LOC O B_PER,O O O B_PER-Nicolas-Sarkozy I_PER-Nicolas-Sarkozy O O B_GPE-France O B_PER-Asia-Bibi,O O O Николя Саркози O O Франции O Биби
ru-111,В 2014 году патриарх Московский и всея Руси Кирилл идента Пакистана,O O O B_PER I_PER I_PER I_PER I_PER I_PER O B_LOC,O O O B_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru I_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru I_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru I_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru I_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru I_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru O B_GPE-Pakistan,O O O патриарх Московский и всея Руси Кирилл O Пакистан
ru-111,Мэр Парижа Анн Идальго женщине и ее близким поселиться в столице Франции,O O B_PER I_PER O O O O O O O B_LOC,O O B_PER-Ann-Hidalgo I_PER-Ann-Hidalgo O O O O O O O B_GPE-France,O O Анн Идальго O O O O O O O Франции
ru-1025,"Сотрудники кампании в пользу "" Брекзита ом которой был Аррон Бэнкс льше , чем признавал Бэнкс",O O O O O B_EVT O O O B_PER I_PER O O O O B_PER,O O O O O B_EVT-Brexit O O O B_PER-Arron-Banks I_PER-Arron-Banks O O O O B_PER-Arron-Banks,O O O O O Брекзит O O O Аррон Бэнкс O O O O Бэнкс
ru-1025,Команда Leave.EU лась с сотрудниками российского посольства целых 11 раз накануне референдума an со ссылкой на оказавшиеся в распоряжении издания документы .,O B_ORG O O O O O O O O O B_EVT O O O O O O O O O O,O B_ORG-Leave-EU O O O O O O O O O B_EVT-Brexit-Referendum O O O O O O O O O O,O Leave.EU O O O O O O O O O референдум O O O O O O O O O O
ru-1025,""" Судя по тем же документам , российское посольство направило крупнейшему спонсору "" Брекзита ты Кэрол Кадуолладр",O O O O O O O O O O O O O B_EVT O B_PER I_PER,O O O O O O O O O O O O O B_EVT-Brexit O B_PER-Carole-Cadwalladr I_PER-Carole-Cadwalladr,O O O O O O O O O O O O O Брекзит O Кэрол Кадуолладр
ru-1025,"На протяжении двух лет Бэнкс такты с правительством России й "" в компании российского посла .",O O O O B_PER O O B_ORG I_ORG O O O O O O O,O O O O B_PER-Arron-Banks O O B_ORG-The-Government-of-Russia I_ORG-The-Government-of-Russia O O O O O O O,O O O O Бэнкс O O правительство России O O O O O O O
ru-1025,"Месяц назад , когда The Observer ровел несколько встреч , на которых ему предлагались выгодные сделки , Бэнкс",O O O O B_PRO I_PRO O O O O O O O O O O O B_PER,O O O O B_PRO-The-Observer I_PRO-The-Observer O O O O O O O O O O O B_PER-Arron-Banks,O O O O The Observer O O O O O O O O O O O Бэнкс
ru-1025,На прошлой неделе под давлением The New York Times чи .,O O O O O B_PRO I_PRO I_PRO I_PRO O O,O O O O O B_PRO-The-New-York-Times I_PRO-The-New-York-Times I_PRO-The-New-York-Times I_PRO-The-New-York-Times O O,O O O O O The New York Times O O
ru-1025,""" Однако The Observer илась со свидетельствами , которые говорят о том , что встреч было по меньшей мере еще семь .",O O B_PRO I_PRO O O O O O O O O O O O O O O O O O O,O O B_PRO-The-Observer I_PRO-The-Observer O O O O O O O O O O O O O O O O O O,O O The Observer O O O O O O O O O O O O O O O O O O
